Method Data,,,,,,
Method name,Panopea,,,,,
1.6115,441,211.2,16.9,0.0065,,
1.62,442,211.6,16.9,0.007,,
1.6275,443,212.1,16.9,0.006,,
1.636,444,212.6,16.9,0.007,,
1.6445,445,213.1,16.9,0.0065,,
1.6525,446,213.5,16.9,0.006,,
1.661,447,214.1,16.9,0.0065,,
1.6685,448,214.4,16.9,0.006,,
1.677,449,214.8,16.9,0.007,,
1.6855,450,215.3,16.9,0.007,,
1.694,451,215.7,16.9,0.0065,,
1.7025,452,216.1,16.9,0.0065,,
1.711,453,216.5,16.9,0.0065,,
1.7185,454,216.9,17,0.006,,
1.727,455,217.3,17,0.007,,
1.7355,456,217.7,17,0.007,,
1.7435,457,218.1,17,0.006,,
1.752,458,218.5,17,0.0065,,
1.7605,459,218.8,17,0.007,,
1.768,460,219.2,17,0.006,,
1.7765,461,219.5,17,0.007,,
1.785,462,219.9,17,0.0065,,
1.7935,463,220.3,17,0.0065,,
1.802,464,220.6,17,0.0065,,
1.81,465,220.9,17,0.006,,
1.818,466,221.2,17,0.0065,,
1.826,467,221.5,17,0.0065,,
1.8345,468,221.9,17,0.0065,,
1.843,469,222.3,17,0.0065,,
1.8515,470,222.5,17,0.0065,,
1.86,471,222.9,17,0.0065,,
1.8675,472,223.2,17,0.006,,
1.876,473,223.5,17,0.007,,
1.8845,474,223.7,17,0.0065,,
1.893,475,224.1,17,0.0065,,
1.901,476,224.4,17,0.006,,
1.9095,477,224.7,17,0.0065,,
1.917,478,225,17,0.006,,
1.9255,479,225.2,17,0.007,,
1.934,480,225.6,17,0.0065,,
1.9425,481,225.8,17,0.0065,,
1.951,482,226.1,17,0.0065,,
1.9595,483,226.4,17,0.007,,
1.967,484,226.7,17,0.0065,,
1.9755,485,226.9,17,0.007,,
1.9835,486,227.2,17,0.006,,
1.992,487,227.4,17,0.0065,,
2.0005,488,227.6,17,0.0065,,
2.008,489,227.9,17,0.006,,
2.0165,490,228.2,17,0.007,,
2.025,491,228.4,17,0.007,,
2.0335,492,228.7,17,0.0065,,
2.042,493,228.9,17,0.0065,,
2.0505,494,229.2,17,0.0065,,
2.058,495,229.4,17,0.006,,
2.0665,496,229.7,17,0.007,,
2.0745,497,229.9,17,0.0065,,
2.083,498,230.1,17,0.0065,,
2.0915,499,230.4,17,0.0065,,
2.1,500,230.6,17,0.0065,,
2.1075,501,230.9,17,0.006,,
2.116,502,231,17,0.007,,
2.1245,503,231.2,17,0.007,,
2.133,504,231.6,17,0.0065,,
2.1415,505,231.8,17,0.0065,,
2.1495,506,231.9,17,0.0065,,
2.1575,507,232.2,17,0.0065,,
2.1655,508,232.4,17.1,0.0065,,
2.174,509,232.6,17.1,0.0065,,
2.1825,510,232.8,17.1,0.0065,,
2.191,511,233,17.1,0.0065,,
2.1995,512,233.2,17.1,0.007,,
2.207,513,233.4,17.1,0.006,,
2.2155,514,233.6,17.1,0.007,,
2.224,515,233.8,17.1,0.0065,,
2.232,516,234,17.1,0.006,,
2.2405,517,234.2,17.1,0.0065,,
2.247,518,234.4,17.1,0.005,,
2.25,519,234.5,17.1,0.0025,,
2.2525,520,234.6,17.1,0.002,,
2.255,521,234.7,17.1,0.002,,
2.2585,522,234.7,17.1,0.0025,,
2.2625,523,234.8,17.1,0.003,,
2.2685,524,234.9,17.1,0.0045,,
2.272,525,235,17.1,0.004,,
Scope 1/1, Sample 8/9 (4A),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-60.7,17.2,NaN,,
0.001,1,-60.9,17.2,0.001,,
0.0025,2,-61.1,17.2,0.0015,,
0.005,3,-61,17.2,0.002,,
0.009,4,-60.9,17.2,0.0035,,
0.015,5,-60.6,17.2,0.0055,,
0.023,6,-60,17.2,0.0075,,
0.0315,7,-59,17.2,0.0075,,
0.04,8,-57.8,17.2,0.0075,,
0.0485,9,-56.4,17.2,0.007,,
0.056,10,-54.9,17.2,0.007,,
0.0645,11,-53.3,17.2,0.0075,,
0.073,12,-51.3,17.2,0.0075,,
0.081,13,-49.3,17.2,0.0075,,
0.0895,14,-47,17.2,0.0075,,
0.098,15,-44.6,17.2,0.007,,
0.1055,16,-42.2,17.2,0.007,,
0.114,17,-39.3,17.2,0.0075,,
0.1225,18,-36.1,17.2,0.0075,,
0.131,19,-32.7,17.2,0.0075,,
0.1395,20,-29.3,17.2,0.0075,,
0.148,21,-25.7,17.2,0.007,,
0.1555,22,-22.4,17.2,0.007,,
0.1635,23,-19.2,17.2,0.0075,,
0.172,24,-16.4,17.2,0.0075,,
0.1805,25,-13.8,17.2,0.0075,,
0.189,26,-11.5,17.2,0.0075,,
0.1975,27,-9.6,17.2,0.007,,
0.205,28,-7.9,17.2,0.007,,
0.2135,29,-6.3,17.2,0.0075,,
0.222,30,-4.7,17.2,0.0075,,
0.2305,31,-3,17.2,0.0075,,
0.2385,32,-1,17.2,0.0075,,
0.247,33,-0.1,17.2,0.007,,
0.2545,34,0.9,17.2,0.007,,
0.263,35,2.1,17.2,0.0075,,
0.2715,36,3.2,17.2,0.0075,,
0.28,37,4.2,17.2,0.0075,,
0.2885,38,5.4,17.2,0.0075,,
0.297,39,6.3,17.2,0.007,,
0.3045,40,7.2,17.3,0.007,,
0.313,41,8.1,17.3,0.0075,,
0.321,42,9.2,17.3,0.0075,,
0.3295,43,10.3,17.3,0.0075,,
0.338,44,11.2,17.3,0.0075,,
0.3465,45,12.2,17.3,0.007,,
0.354,46,13.1,17.3,0.007,,
0.3625,47,14,17.3,0.0075,,
0.371,48,14.9,17.3,0.0075,,
0.3795,49,15.8,17.3,0.0075,,
0.388,50,16.6,17.3,0.0075,,
0.396,51,17.4,17.3,0.0075,,
0.404,52,18.3,17.3,0.0075,,
0.412,53,19.2,17.3,0.0075,,
0.4205,54,20.1,17.3,0.0075,,
0.429,55,20.9,17.3,0.0075,,
0.4375,56,21.9,17.3,0.0075,,
0.446,57,22.7,17.3,0.007,,
0.4535,58,23.5,17.3,0.007,,
0.462,59,24.3,17.3,0.0075,,
0.4705,60,25.2,17.3,0.0075,,
0.4785,61,26.1,17.3,0.0075,,
0.487,62,26.9,17.3,0.007,,
0.4955,63,27.7,17.3,0.0075,,
0.503,64,28.6,17.3,0.007,,
0.5115,65,29.3,17.3,0.0075,,
0.52,66,30.1,17.3,0.0075,,
0.5285,67,30.9,17.3,0.0075,,
0.537,68,31.7,17.3,0.0075,,
0.545,69,32.4,17.3,0.0075,,
0.553,70,33.2,17.3,0.0075,,
0.561,71,34,17.3,0.0075,,
0.5695,72,34.8,17.3,0.0075,,
0.578,73,35.7,17.3,0.0075,,
0.5865,74,36.5,17.3,0.007,,
0.595,75,37.2,17.3,0.0075,,
0.6025,76,38,17.3,0.007,,
0.611,77,38.8,17.3,0.0075,,
0.6195,78,39.6,17.3,0.0075,,
0.6275,79,40.4,17.3,0.0075,,
0.636,80,41.2,17.3,0.0075,,
0.6445,81,42,17.3,0.0075,,
0.652,82,42.8,17.3,0.007,,
0.6605,83,43.7,17.3,0.0075,,
0.669,84,44.4,17.3,0.0075,,
0.6775,85,45.3,17.3,0.0075,,
0.686,86,46.2,17.3,0.007,,
0.694,87,47,17.3,0.0065,,
0.702,88,47.8,17.3,0.0075,,
0.71,89,48.7,17.3,0.0075,,
0.7185,90,49.5,17.3,0.0075,,
0.727,91,50.3,17.3,0.0075,,
0.7355,92,51.2,17.3,0.0075,,
0.744,93,52,17.3,0.007,,
0.7515,94,52.9,17.4,0.007,,
0.76,95,53.8,17.4,0.0075,,
0.7685,96,54.8,17.4,0.0075,,
0.777,97,55.7,17.4,0.0075,,
0.785,98,56.6,17.4,0.0065,,
0.7935,99,57.4,17.4,0.0075,,
0.801,100,58.4,17.4,0.007,,
0.8095,101,59.2,17.4,0.0075,,
0.818,102,60.2,17.4,0.0075,,
0.8265,103,61.1,17.4,0.0075,,
0.835,104,62.1,17.4,0.007,,
0.8425,105,63,17.4,0.007,,
0.851,106,64,17.4,0.0075,,
0.8595,107,65,17.4,0.0075,,
0.868,108,66,17.4,0.0075,,
0.876,109,67.1,17.4,0.0075,,
0.8845,110,68.2,17.4,0.007,,
0.892,111,69.2,17.4,0.007,,
0.9005,112,70.2,17.4,0.0075,,
0.909,113,71.3,17.4,0.0075,,
0.9175,114,72.4,17.4,0.0075,,
0.926,115,73.4,17.4,0.0075,,
0.9345,116,74.5,17.4,0.007,,
0.942,117,75.6,17.4,0.007,,
0.9505,118,76.8,17.4,0.0075,,
0.959,119,78,17.4,0.0075,,
0.967,120,79.4,17.4,0.0075,,
0.9755,121,80.6,17.4,0.007,,
0.984,122,81.7,17.4,0.0075,,
0.9915,123,83.1,17.4,0.007,,
1,124,84.5,17.4,0.0075,,
1.0085,125,85.9,17.4,0.0075,,
1.017,126,87.4,17.4,0.0075,,
1.0255,127,89,17.4,0.0075,,
1.0335,128,90.4,17.4,0.0075,,
1.0415,129,92.1,17.4,0.0075,,
1.0495,130,93.7,17.4,0.0075,,
1.058,131,95.7,17.4,0.0075,,
1.0665,132,97.5,17.4,0.0075,,
1.075,133,99.5,17.4,0.007,,
1.0835,134,101.4,17.4,0.0075,,
1.091,135,103.6,17.4,0.007,,
1.0995,136,105.9,17.4,0.0075,,
1.108,137,108.2,17.4,0.0075,,
1.116,138,110.8,17.4,0.0075,,
1.1245,139,113.4,17.4,0.0075,,
1.133,140,116,17.4,0.0075,,
1.1405,141,118.9,17.4,0.007,,
1.149,142,122.4,17.4,0.0075,,
1.1575,143,125.7,17.4,0.0075,,
1.166,144,129.3,17.4,0.0075,,
1.1745,145,133.2,17.4,0.007,,
1.182,146,136.4,17.4,0.007,,
1.1905,147,140,17.4,0.0075,,
1.199,148,143.9,17.4,0.0075,,
1.207,149,147.6,17.4,0.0075,,
1.2155,150,151.3,17.5,0.0075,,
1.224,151,154.8,17.5,0.007,,
1.2315,152,157.8,17.5,0.007,,
1.24,153,161.2,17.5,0.0075,,
1.2485,154,164.1,17.5,0.0075,,
1.257,155,166.9,17.5,0.0075,,
1.2655,156,169.5,17.5,0.0075,,
1.274,157,172,17.5,0.007,,
1.2815,158,173.8,17.5,0.007,,
1.29,159,175.9,17.5,0.0075,,
1.298,160,177.8,17.5,0.0075,,
1.3065,161,179.7,17.5,0.007,,
1.315,162,181.4,17.5,0.0075,,
1.3235,163,183,17.5,0.007,,
1.331,164,184.3,17.5,0.007,,
1.338,165,185.1,17.5,0.008,,
1.338,405,188.9,17.8,0,,
1.3385,406,188.8,17.8,0.0005,,
1.34,407,188.9,17.8,0.0015,,
1.3425,408,189,17.8,0.0025,,
1.3465,409,189.3,17.8,0.0035,,
1.3525,410,189.8,17.8,0.0055,,
1.361,411,190.5,17.8,0.0085,,
1.3685,412,191.5,17.8,0.0075,,
1.377,413,192.5,17.8,0.0085,,
1.3855,414,193.5,17.8,0.0075,,
1.394,415,194.5,17.8,0.0075,,
1.402,416,195.5,17.8,0.0075,,
1.41,417,196.3,17.8,0.008,,
1.418,418,197.2,17.8,0.008,,
1.4265,419,198,17.8,0.0085,,
1.435,420,198.9,17.8,0.0075,,
1.4435,421,199.8,17.8,0.0075,,
1.452,422,200.6,17.8,0.0075,,
1.4595,423,201.3,17.8,0.0075,,
1.468,424,202,17.8,0.0085,,
1.4765,425,202.7,17.8,0.0085,,
1.485,426,203.5,17.8,0.0075,,
1.493,427,204.2,17.8,0.0075,,
1.5015,428,204.8,17.8,0.0075,,
1.509,429,205.4,17.8,0.0075,,
1.5175,430,206.1,17.8,0.0085,,
1.526,431,206.7,17.8,0.0085,,
1.5345,432,207.3,17.8,0.0075,,
1.543,433,207.9,17.8,0.0075,,
1.5515,434,208.5,17.8,0.0075,,
1.559,435,208.9,17.8,0.0075,,
1.5675,436,209.6,17.8,0.0085,,
1.5755,437,210.1,17.8,0.0075,,
1.584,438,210.6,17.8,0.0075,,
1.5925,439,211.1,17.8,0.0075,,
1.601,440,211.6,17.8,0.0075,,
1.6085,441,212.1,17.8,0.0075,,
1.617,442,212.5,17.8,0.0085,,
1.6255,443,213,17.8,0.0085,,
1.634,444,213.5,17.8,0.0075,,
1.6425,445,214,17.8,0.0075,,
1.6505,446,214.4,17.8,0.0075,,
1.6585,447,214.8,17.8,0.008,,
1.6665,448,215.3,17.8,0.008,,
1.675,449,215.7,17.8,0.0075,,
1.6835,450,216.1,17.8,0.0075,,
1.692,451,216.5,17.8,0.0075,,
1.7005,452,217,17.8,0.0075,,
1.708,453,217.3,17.8,0.0075,,
1.7165,454,217.7,17.8,0.0085,,
1.725,455,218.1,17.8,0.0075,,
1.7335,456,218.6,17.8,0.0075,,
1.7415,457,218.9,17.8,0.0075,,
1.75,458,219.3,17.8,0.0085,,
1.7575,459,219.7,17.8,0.0075,,
1.766,460,220,17.8,0.0085,,
1.7745,461,220.4,17.8,0.0075,,
1.783,462,220.8,17.8,0.0075,,
1.7915,463,221.1,17.8,0.0075,,
1.799,464,221.4,17.8,0.0075,,
1.8075,465,221.8,17.9,0.0085,,
1.816,466,222.1,17.9,0.0085,,
1.824,467,222.5,17.9,0.0075,,
1.8325,468,222.7,17.9,0.0075,,
1.841,469,223,17.9,0.0075,,
1.8485,470,223.4,17.9,0.007,,
1.857,471,223.6,17.9,0.0075,,
1.8655,472,224,17.9,0.0085,,
1.874,473,224.3,17.9,0.0075,,
1.8825,474,224.6,17.9,0.0075,,
1.8905,475,224.8,17.9,0.0075,,
1.8985,476,225.1,17.9,0.008,,
1.9065,477,225.4,17.9,0.008,,
1.915,478,225.8,17.9,0.0085,,
1.9235,479,226,17.9,0.0075,,
1.932,480,226.4,17.9,0.0075,,
1.9405,481,226.6,17.9,0.0075,,
1.948,482,226.9,17.9,0.0075,,
1.9565,483,227.1,17.9,0.0085,,
1.965,484,227.4,17.9,0.0085,,
1.9735,485,227.7,17.9,0.0075,,
1.9815,486,227.9,17.9,0.0075,,
1.99,487,228.2,17.9,0.0075,,
1.9975,488,228.5,17.9,0.0075,,
2.006,489,228.7,17.9,0.0085,,
2.0145,490,229,17.9,0.0075,,
2.023,491,229.2,17.9,0.0075,,
2.0315,492,229.5,17.9,0.0075,,
2.04,493,229.7,17.9,0.0075,,
2.0475,494,230,17.9,0.0075,,
2.056,495,230.2,17.9,0.0085,,
2.064,496,230.4,17.9,0.0075,,
2.0725,497,230.6,17.9,0.0075,,
2.081,498,230.9,17.9,0.0075,,
2.0895,499,231.1,17.9,0.0075,,
2.097,500,231.3,17.9,0.0075,,
2.1055,501,231.6,17.9,0.0085,,
2.114,502,231.8,17.9,0.0085,,
2.1225,503,232,17.9,0.0075,,
2.131,504,232.3,17.9,0.0075,,
2.139,505,232.4,17.9,0.008,,
2.147,506,232.6,17.9,0.008,,
2.155,507,232.8,17.9,0.008,,
2.1635,508,233.1,17.9,0.0085,,
2.172,509,233.3,17.9,0.0075,,
2.1805,510,233.5,17.9,0.0075,,
2.189,511,233.7,17.9,0.0075,,
2.1965,512,233.9,17.9,0.0075,,
2.2045,513,234.1,17.9,0.008,,
2.2125,514,234.3,17.9,0.0075,,
2.2175,515,234.5,17.9,0.0045,,
2.2195,516,234.5,17.9,0.002,,
2.221,517,234.7,17.9,0.0015,,
2.2225,518,234.7,17.9,0.0015,,
2.225,519,234.8,17.9,0.0025,,
2.2295,520,234.8,17.9,0.004,,
2.235,521,234.9,17.9,0.005,,
2.239,522,235,17.9,0.005,,
Scope 1/1, Sample 9/9 (4B),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-60.2,18.1,NaN,,
0.001,1,-60.4,18.1,0.001,,
0.0025,2,-60.5,18.1,0.0015,,
0.005,3,-60.5,18.1,0.002,,
0.0095,4,-60.3,18.1,0.0035,,
0.015,5,-60,18.1,0.005,,
0.0235,6,-59.3,18.1,0.0075,,
0.032,7,-58.4,18.1,0.0075,,
0.0405,8,-57,18.1,0.0075,,
0.049,9,-55.6,18.1,0.007,,
0.0575,10,-53.8,18.1,0.007,,
0.065,11,-52.3,18.1,0.007,,
0.0735,12,-50.4,18.1,0.0075,,
0.0815,13,-48.3,18.1,0.0075,,
0.09,14,-46,18.1,0.0075,,
0.0985,15,-43.5,18.1,0.007,,
0.107,16,-40.9,18.1,0.007,,
0.1145,17,-38.2,18.1,0.007,,
0.123,18,-35,18.1,0.0075,,
0.1315,19,-31.7,18.1,0.0075,,
0.14,20,-28.3,18.1,0.0075,,
0.148,21,-24.6,18.1,0.0065,,
0.1565,22,-21.3,18.1,0.007,,
0.164,23,-18.3,18.1,0.007,,
0.1725,24,-15.5,18.1,0.0075,,
0.181,25,-13,18.1,0.0075,,
0.1895,26,-10.8,18.1,0.0075,,
0.198,27,-8.9,18.1,0.007,,
0.206,28,-7,18.1,0.0065,,
0.214,29,-5.5,18.1,0.0075,,
0.2225,30,-3.8,18.1,0.0075,,
0.2305,31,-2.2,18.1,0.0075,,
0.239,32,-0.2,18.1,0.0075,,
0.2475,33,0.4,18.1,0.007,,
0.256,34,1.6,18.1,0.007,,
0.2635,35,2.6,18.1,0.007,,
0.272,36,3.8,18.1,0.0075,,
0.2805,37,4.9,18.1,0.0075,,
0.289,38,5.9,18.1,0.0075,,
0.297,39,6.8,18.1,0.0065,,
0.3055,40,7.8,18.1,0.007,,
0.313,41,8.8,18.1,0.007,,
0.3215,42,9.8,18.1,0.0075,,
0.33,43,10.9,18.1,0.0075,,
0.3385,44,11.8,18.1,0.0075,,
0.347,45,12.8,18.1,0.007,,
0.3555,46,13.8,18.2,0.0075,,
0.363,47,14.7,18.1,0.007,,
0.3715,48,15.5,18.2,0.0075,,
0.38,49,16.5,18.2,0.0075,,
0.388,50,17.4,18.2,0.0075,,
0.3965,51,18.3,18.2,0.007,,
0.405,52,19.1,18.2,0.007,,
0.4125,53,19.9,18.2,0.007,,
0.421,54,20.8,18.2,0.0075,,
0.4295,55,21.6,18.2,0.0075,,
0.438,56,22.5,18.2,0.0075,,
0.4465,57,23.4,18.2,0.007,,
0.4545,58,24.2,18.2,0.0075,,
0.4625,59,25.1,18.2,0.0075,,
0.4705,60,25.9,18.2,0.0075,,
0.479,61,26.8,18.2,0.0075,,
0.4875,62,27.6,18.2,0.0075,,
0.496,63,28.4,18.2,0.007,,
0.5035,64,29.1,18.2,0.007,,
0.512,65,30,18.2,0.0075,,
0.5205,66,30.8,18.2,0.0075,,
0.529,67,31.6,18.2,0.0075,,
0.537,68,32.5,18.2,0.0075,,
0.5455,69,33.3,18.2,0.007,,
0.5535,70,34,18.2,0.0075,,
0.5615,71,34.9,18.2,0.0075,,
0.57,72,35.8,18.2,0.0075,,
0.5785,73,36.6,18.2,0.0075,,
0.587,74,37.5,18.2,0.0075,,
0.5955,75,38.3,18.2,0.007,,
0.603,76,39.1,18.2,0.007,,
0.6115,77,39.9,18.2,0.0075,,
0.62,78,40.8,18.2,0.0075,,
0.628,79,41.7,18.2,0.0075,,
0.6365,80,42.5,18.2,0.007,,
0.645,81,43.3,18.2,0.007,,
0.6525,82,44.1,18.2,0.007,,
0.661,83,44.9,18.2,0.0075,,
0.6695,84,45.7,18.2,0.0075,,
0.678,85,46.7,18.2,0.0075,,
0.6865,86,47.5,18.2,0.0075,,
0.6945,87,48.4,18.2,0.0065,,
0.7025,88,49.3,18.2,0.0075,,
0.7105,89,50.1,18.2,0.0075,,
0.719,90,51,18.2,0.0075,,
0.7275,91,51.9,18.2,0.0075,,
0.736,92,52.7,18.2,0.0075,,
0.7445,93,53.6,18.2,0.007,,
0.752,94,54.4,18.2,0.007,,
0.7605,95,55.4,18.2,0.0075,,
0.769,96,56.2,18.2,0.0075,,
0.777,97,57.2,18.2,0.0075,,
0.7855,98,58,18.2,0.007,,
0.794,99,58.9,18.2,0.007,,
0.8015,100,59.8,18.2,0.007,,
0.81,101,60.8,18.2,0.0075,,
0.8185,102,61.7,18.2,0.0075,,
0.827,103,62.7,18.2,0.0075,,
0.8355,104,63.6,18.2,0.0075,,
0.844,105,64.7,18.2,0.007,,
0.8515,106,65.7,18.2,0.007,,
0.86,107,66.8,18.2,0.0075,,
0.868,108,67.8,18.2,0.0075,,
0.8765,109,68.8,18.2,0.0075,,
0.885,110,69.8,18.3,0.0075,,
0.8935,111,70.9,18.2,0.007,,
0.901,112,71.8,18.3,0.007,,
0.9095,113,73,18.3,0.0075,,
0.918,114,74.2,18.3,0.0075,,
0.9265,115,75.3,18.3,0.0075,,
0.9345,116,76.5,18.3,0.0065,,
0.943,117,77.8,18.3,0.007,,
0.9505,118,79,18.3,0.007,,
0.959,119,80.2,18.3,0.0075,,
0.9675,120,81.5,18.3,0.0075,,
0.976,121,82.9,18.3,0.0075,,
0.9845,122,84.4,18.3,0.0075,,
0.993,123,85.9,18.3,0.007,,
1.0005,124,87,18.3,0.007,,
1.009,125,88.6,18.3,0.0075,,
1.017,126,90.3,18.3,0.0075,,
1.0255,127,91.8,18.3,0.0075,,
1.034,128,93.4,18.3,0.0075,,
1.0425,129,95.3,18.3,0.007,,
1.051,130,97,18.3,0.0075,,
1.0585,131,99,18.3,0.007,,
1.067,132,100.9,18.3,0.0075,,
1.0755,133,103.3,18.3,0.0075,,
1.0835,134,105.5,18.3,0.0075,,
1.092,135,108,18.3,0.007,,
1.1005,136,110.5,18.3,0.007,,
1.108,137,112.9,18.3,0.007,,
1.1165,138,115.7,18.3,0.0075,,
1.125,139,118.8,18.3,0.0075,,
1.1335,140,122.1,18.3,0.0075,,
1.142,141,125.5,18.3,0.007,,
1.15,142,128.7,18.3,0.0075,,
1.158,143,132.2,18.3,0.0075,,
1.166,144,136.4,18.3,0.0075,,
1.1745,145,140.1,18.3,0.0075,,
1.183,146,143.8,18.3,0.0075,,
1.1915,147,147.4,18.3,0.007,,
1.2,148,151.1,18.3,0.007,,
1.2075,149,154.3,18.3,0.007,,
1.216,150,157.8,18.3,0.0075,,
1.2245,151,160.8,18.3,0.0075,,
1.2325,152,164,18.3,0.0075,,
1.241,153,166.9,18.3,0.007,,
1.2495,154,169.3,18.3,0.0075,,
1.257,155,171.7,18.3,0.007,,
1.2655,156,174,18.3,0.0075,,
1.274,157,176,18.3,0.0075,,
1.2825,158,178,18.3,0.0075,,
1.2905,159,179.9,18.3,0.0065,,
1.299,160,181.6,18.3,0.007,,
1.307,161,183.1,18.3,0.0075,,
1.315,162,184.6,18.3,0.0075,,
1.3195,163,185,18.3,0.0075,,
1.3195,403,188.6,18.6,0,,
1.32,404,188.6,18.6,0.0005,,
1.3215,405,188.6,18.6,0.002,,
1.324,406,188.7,18.6,0.0035,,
1.328,407,189,18.6,0.005,,
1.334,408,189.5,18.6,0.0075,,
1.3425,409,190.4,18.6,0.0105,,
1.35,410,191.5,18.6,0.0105,,
1.3585,411,192.5,18.6,0.012,,
1.367,412,193.6,18.6,0.012,,
1.3755,413,194.7,18.6,0.0105,,
1.3835,414,195.6,18.6,0.01,,
1.392,415,196.4,18.6,0.012,,
1.3995,416,197.4,18.6,0.0105,,
1.408,417,198.2,18.6,0.012,,
1.4165,418,199.1,18.6,0.0105,,
1.425,419,199.8,18.6,0.0105,,
1.4335,420,200.7,18.6,0.0105,,
1.442,421,201.4,18.6,0.012,,
1.4495,422,202.3,18.6,0.0105,,
1.458,423,202.9,18.6,0.012,,
1.466,424,203.6,18.6,0.01,,
1.4745,425,204.4,18.6,0.0105,,
1.483,426,205.1,18.6,0.0105,,
1.4915,427,205.6,18.6,0.012,,
1.499,428,206.2,18.6,0.0105,,
1.5075,429,206.8,18.6,0.012,,
1.516,430,207.5,18.6,0.0105,,
1.5245,431,208.1,18.6,0.0105,,
1.5325,432,208.7,18.6,0.01,,
1.541,433,209.3,18.6,0.0105,,
1.5485,434,209.9,18.6,0.0105,,
1.557,435,210.4,18.6,0.012,,
1.5655,436,210.9,18.6,0.012,,
1.574,437,211.4,18.6,0.0105,,
1.5825,438,212,18.6,0.0105,,
1.591,439,212.5,18.6,0.0105,,
1.5985,440,212.9,18.6,0.0105,,
1.607,441,213.4,18.6,0.012,,
1.615,442,213.8,18.6,0.0115,,
1.6235,443,214.3,18.6,0.0105,,
1.632,444,214.8,18.6,0.0105,,
1.6405,445,215.2,18.6,0.0105,,
1.648,446,215.7,18.6,0.0105,,
1.6565,447,216.1,18.6,0.012,,
1.665,448,216.6,18.6,0.0105,,
1.6735,449,217,18.6,0.0105,,
1.682,450,217.5,18.6,0.0105,,
1.69,451,217.8,18.6,0.0115,,
1.698,452,218.2,18.6,0.0115,,
1.706,453,218.6,18.6,0.0115,,
1.7145,454,219,18.6,0.0105,,
1.723,455,219.4,18.6,0.0105,,
1.7315,456,219.8,18.6,0.0105,,
1.74,457,220.1,18.6,0.012,,
1.7475,458,220.5,18.7,0.0105,,
1.756,459,220.9,18.7,0.012,,
1.7645,460,221.2,18.7,0.0105,,
1.7725,461,221.5,18.7,0.01,,
1.781,462,221.9,18.7,0.0105,,
1.7895,463,222.3,18.7,0.0105,,
1.797,464,222.5,18.7,0.0105,,
1.8055,465,222.9,18.7,0.012,,
1.814,466,223.2,18.7,0.0105,,
1.8225,467,223.6,18.7,0.0105,,
1.831,468,223.8,18.7,0.0105,,
1.839,469,224.2,18.7,0.0115,,
1.847,470,224.4,18.7,0.0115,,
1.855,471,224.8,18.7,0.0115,,
1.8635,472,225.1,18.7,0.0105,,
1.872,473,225.4,18.7,0.0105,,
1.8805,474,225.7,18.7,0.0105,,
1.889,475,226,18.7,0.0105,,
1.8965,476,226.2,18.7,0.0105,,
1.905,477,226.6,18.7,0.012,,
1.9135,478,226.8,18.7,0.0105,,
1.9215,479,227.1,18.7,0.01,,
1.93,480,227.4,18.7,0.0105,,
1.9385,481,227.6,18.7,0.0105,,
1.946,482,227.9,18.7,0.0105,,
1.9545,483,228.2,18.7,0.012,,
1.963,484,228.4,18.7,0.012,,
1.9715,485,228.7,18.7,0.0105,,
1.98,486,229,18.7,0.0105,,
1.988,487,229.3,18.7,0.01,,
1.996,488,229.5,18.7,0.0115,,
2.004,489,229.7,18.7,0.0115,,
2.0125,490,230,18.7,0.012,,
2.021,491,230.2,18.7,0.0105,,
2.0295,492,230.5,18.7,0.0105,,
2.038,493,230.7,18.7,0.0105,,
2.0455,494,231,18.7,0.0105,,
2.054,495,231.2,18.7,0.012,,
2.0625,496,231.4,18.7,0.012,,
2.0705,497,231.6,18.7,0.01,,
2.079,498,231.9,18.7,0.0105,,
2.0875,499,232.2,18.7,0.0105,,
2.095,500,232.4,18.7,0.0105,,
2.1035,501,232.6,18.7,0.012,,
2.112,502,232.8,18.7,0.012,,
2.1205,503,233,18.7,0.0105,,
2.129,504,233.2,18.7,0.0105,,
2.1375,505,233.4,18.7,0.012,,
2.145,506,233.6,18.7,0.0105,,
2.1535,507,233.9,18.7,0.012,,
2.1615,508,234.1,18.7,0.01,,
2.17,509,234.3,18.7,0.0105,,
2.17,510,234.5,18.7,0,,
2.174,511,234.6,18.7,0.0055,,
2.1745,512,234.6,18.7,0.0005,,
2.176,513,234.7,18.7,0.002,,
2.178,514,234.7,18.7,0.0025,,
2.181,515,234.7,18.7,0.0035,,
2.186,516,234.8,18.7,0.006,,
2.1925,517,235,18.7,0.0095,,
2.1985,518,235,18.7,0.0065,,
